query,answer
"При проведении электронного аукциона в электронной форме, участниками которого могут быть только субъекты МСП, указывается дата и время начала проведения аукционов. При этом при проведении электронной и электронной аукционах указываются дата, время начала и времени начала такого проведения.","при проведении аукциона в электронной форме, участниками которого могут быть только субъекты МСП, указывается дата и время начала проведения такого аукциона;"
"Сведения о дате оценки заявок и сопоставлении заявок не указываются при проведении аукциона в электронной форме, участниками которого могут быть только субъекты МСП, а также субъекты Московской области. Сведения об оценке заявок не указаны, а даты сопоставления заявок указываются.","при проведении аукциона в электронной форме, участниками которого могут быть только субъекты МСП, сведения о дате оценки и сопоставления заявок не указываются;"
"Объемы закупки закупки и итоги закупки, а также дата подведения итогов закупки. Эксперты считают, что закупка может быть проведена не только по итогам закупки, но и по результатам закупки.",указывается дата подведения итогов закупки.
"Документация о закупке при проведении конкурса в электронной форме должна содержать сведения, предусмотренные п. 12.3.6 Положения, с учетом следующих особенностей: документация должна содержить сведения о закупках при проведении закупок при проведении аукциона в электронном форме, а также учитывать следующие особенности закупки при проведении запроса предложений.","Документация о закупке при проведении конкурса в электронной форме, аукциона в электронной форме, запроса предложений в электронной форме, участниками которых могут быть только субъекты МСП, должна содержать сведения, предусмотренные п. 12.3.6 Положения, с учетом следующих особенностей:"
"При указании сведений о дате рассмотрения заявок указывается дата рассмотрения первых частей заявок, даты рассмотрения вторых частей и дата их рассмотрения. При этом в Положения указываются даты рассматривания первых и вторых участей заявок. При их указании в Положение указываются данные о датах рассмотрения, дату рассмотрения третьих частей, дата рассматривания вторых части заявок. Эксперты считают, что в Положения может быть принято решение не только о рассмотрении заявок, но и о том, будет ли приняты поправки в Положение.","при указании сведений о дате рассмотрения заявок (подп. 12.3(19) Положения) указывается дата рассмотрения первых частей заявок, дата рассмотрения вторых частей заявок;"
"При проведении электронного аукциона в электронной форме, участниками которого могут быть только субъекты МСП, указывается дата и время начала проведения аукционов. При этом при проведении электронной и электронной аукционах указываются дата, время начала и времени начала такого проведения.","при проведении аукциона в электронной форме, участниками которого могут быть только субъекты МСП, указывается дата и время начала проведения такого аукциона;"
"что переторжка не проводится, а переторжка проводится, но не проводится и не проводится. Если переторжка проходит, то переторжка может не проводиться.","указывается, что переторжка не проводится;"
"Дата подведения итогов закупки и итоги закупки, а также дата подписания итогов госзакупки. Эксперты считают, что закупка может быть проведена не только по итогам закупки, но и по результатам закупки.",указывается дата подведения итогов закупки;
"Сведения, предусмотренные подп. 12.3(22) Положения, не указываются при проведении электронного аукциона в электронной форме, участниками которого могут быть только субъекты МСП, а также участники электронных аукционов. При аукционе сведения о аукционах не указываются, а сведения, которые предусмотрены подп. 12.3.(22), Положения не указываются.","при проведении аукциона в электронной форме, участниками которого могут быть только субъекты МСП, сведения, предусмотренные подп. 12.3(22) Положения, не указываются;"
"Информация о порядке и сроках проведения этапов этапов, предусмотренных п. 12.12.4 Положениях (в случае их проведения), указывается в Положениях, а также указывается порядок и сроки проведения их этапов.","указывается информация о порядке и сроках проведения этапов, предусмотренных п. 12.12.4 Положениях (в случае их проведения)."
"Извещение о закупке при проведении запроса котировок, участниками которого могут быть только субъекты МСП, должно содержать сведения, предусмотренные п. 12.2.7 Положения, с учетом следующих особенностей: закупка должна содержать только сведения о закупках, а также сведения, которые предусмотрены п. 12.27 Положения.","Извещение о закупке при проведении запроса котировок, участниками которого могут быть только субъекты МСП, должно содержать сведения, предусмотренные п. 12.2.7 Положения, с учетом следующих особенностей:"
"При указании сведений о дате рассмотрения заявок сведения о этапах закупки не указываются, а сведения об этапах закупок не указываются. Сведения о закупках не указываются и не указываются в заявках.",при указании сведений о дате рассмотрения заявок сведения о каких-либо этапах закупки не указываются;
"что переторжка не проводится, а переторжка проводится, но не проводится и не проводится. Если переторжка проходит, то переторжка может не проводиться.","указывается, что переторжка не проводится;"
"Дата подведения итогов закупки и итоги закупки, а также дата подписания итогов госзакупки. Эксперты считают, что закупка может быть проведена не только по итогам закупки, но и по результатам закупки.",указывается дата подведения итогов закупки;
"Сведения, предусмотренные подп.3(22) Положения, не указываются, а сведения, которые предусмотрены подп. 3(22) Правил, предусмотренных подп.22 Положения, указываются. Сведения, не предусмотренные Подпложение, указываются не указываются.","сведения, предусмотренные подп. 12.3(22) Положения, не указываются."
"Заявка на участие в аукционе в электронной форме, участниками которого могут быть только субъекты МСП, подается одновременно с первой и второй частями заявок. Первая и вторая части заявок заполняются и подаются участниками процедуры закупки одновременно.","Заявка на участие в аукционе в электронной форме, участниками которого могут быть только субъекты МСП, состоит из двух частей; заявка на участие в конкурсе в электронной форме, заявка на участие в запросе предложений в электронной форме, участниками которых могут быть только субъекты МСП, состоит из двух частей (первая часть и вторая часть) и предложения участника закупки о цене договора (цене лота, единицы товара, работы, услуги). Первая и вторая части заявок заполняются и подаются участниками процедуры закупки одновременно. При проведении конкурса в электронной форме, запроса предложений в электронной форме, участниками которых могут быть только субъекты МСП, предложение участника закупки о цене договора (цене лота, единицы товара, работы, услуги) подается одновременно с первой и второй частями заявок, при проведении аукциона в электронной форме, участниками которого могут быть только субъекты МСП, – в ходе проведения процедуры аукциона (подачи ценовых предложений) с использованием программно-аппаратных средств ЭТП."
"Заявка на участие в запросе котировок в электронной форме, участниками которого могут быть только субъекты МСП, должна содержать информацию и документы, предусмотренные п. 12.12.39 Положения. Заявка должна содержить информацию о документах, предусмотренных п. 12.1239 Положения МСП.","Заявка на участие в запросе котировок в электронной форме, участниками которого могут быть только субъекты МСП, должна содержать информацию и документы, предусмотренные п. 12.12.39 Положения."
"Первая часть заявки на участие в конкурсе в электронной форме должна включать в себя сведения и документы, предусмотренные подп. (10) Положения в отношении критериев и порядка оценки и сопоставления заявок на закупку продукции, применяемых к условиям исполнения договора.","Первая часть заявки на участие в конкурсе в электронной форме, запросе предложений в электронной форме, участниками которых могут быть только субъекты МСП, должна включать в себя сведения и документы, предусмотренные подп. (10) Положения, а также п. 12.12.40 Положения в отношении критериев и порядка оценки и сопоставления заявок на участие в такой закупке, применяемых к предлагаемой участниками такой закупки продукции, к условиям исполнения договора (в случае установления в документации о закупке этих критериев)."
"Документация о закупке не должна содержать требований об указании в составе первой части заявки сведений об участнике процедуры закупки, о ценовом предложении участника процедуры. При проведении конкурса в электронной форме, аукциона, запроса предложений, участников которых могут быть только субъекты МСП, данная заявка подлежит отклонению.","При проведении конкурса в электронной форме, аукциона в электронной форме, запроса предложений в электронной форме, участниками которых могут быть только субъекты МСП, документация о закупке не должна содержать требований об указании в составе первой части заявки сведений об участнике процедуры закупки, о ценовом предложении участника процедуры закупки, а участники процедуры закупки не должны включать указанные сведения в состав первой части заявки; в случае содержания в первой части заявки на участие в конкурсе в электронной форме, аукционе в электронной форме, запросе предложений в электронной форме, участниками которых могут быть только субъекты МСП, сведений об участнике таких конкурса, аукциона или запроса предложений и (или) о ценовом предложении данная заявка подлежит отклонению."
"В электронной форме заявка на участие в электронном аукционе должна включать в себя сведения и документы, предусмотренные подп. (10) Положения, а также документы, необходимые для участия в электронной аукционной форме.","Первая часть заявки на участие в аукционе в электронной форме, участниками которого могут быть только субъекты МСП, должна включать в себя сведения и документы, предусмотренные подп. (10) Положения."
"Вторая часть заявки на участие в конкурсе в электронной форме должна включать в себя документы и сведения, предусмотренные п. 12.12.40 Положения, а также документы, необходимые для оценки и сопоставления заявок на участие, применяемых к участникам такой закупки.","Вторая часть заявки на участие в конкурсе в электронной форме, запросе предложений в электронной форме, участниками которых могут быть только субъекты МСП, должна включать в себя документы и сведения, предусмотренные подп. (1) – (9), (11), (12) Положения, а также документы и сведения, предусмотренные п. 12.12.40 Положения, в отношении критериев и порядка оценки и сопоставления заявок на участие в такой закупке, применяемых к участникам закупки (в случае установления в документации о закупке таких  критериев)."
"В электронной форме заявка на участие в электронном аукционе должна включать в себя документы и сведения, предусмотренные подп. (1) – (9, 11), (12), Положения аукциона. Вторая часть заявки на участие будет включать документы, которые могут быть только субъектами МСП.","Вторая часть заявки на участие в аукционе в электронной форме, участниками которых могут быть только субъекты МСП, должна включать в себя документы и сведения, предусмотренные подп. (1) – (9), (11), (12) Положения."
Не допускается установление требований о предоставлении в состав заявки заявки на участие в закупке: не допускается предоставление заявки на закупку: заявка будет представлена только в составе заявки.,Не допускается установление требований о предоставлении в составе заявки на участие в закупке:
"Документы и документы, не предусмотренные п. 12.12.39, 12.12.40 Положения, документы и сведения, которые не предусмотрены п. 12.1239 Положения и Положения, а также не предусмотренных п. 1212.39 Положения Положения. Документы, документы, сведений и документов, не предусматриваемые п. 12. 12.40 Положения.","документов и сведений, не предусмотренных п. 12.12.39, 12.12.40 Положения;"
"При проведении аукциона в электронной форме могут быть только субъекты МСП, а также субъекты Московской области. Эксперты считают, что аукционы могут пройти без участия субъектов МСП.","документов и сведений, предусмотренных п. 12.12.40 Положения, при проведении аукциона в электронной форме, запроса котировок в электронной форме, участниками которых могут быть только субъекты МСП."
"Процедура открытия доступа к поданным заявкам осуществляется в порядке, установленном подразделом 12.7 Положения с учетом следующих особенностей: поданные заявки принимаются в соответствии с требованиями, установленными подразделом 127 Положения, а также с учетом некоторых особенностей: Регистрация доступа к заявкам может осуществляться только в случае, если поданы заявки будут открыты.","Процедура открытия доступа к поданным заявкам осуществляется в порядке, установленном подразделом 12.7 Положения с учетом следующих особенностей:"
"Открытие доступа к поданным заявкам осуществляется последовательно к каждой из частей заявок в установленный срок, установленный в извещении, документации о закупке срок. Заявки принимаются только в соответствии с извещением и документацией о закупках.","открытие доступа к поданным заявкам осуществляется последовательно к каждой из частей заявок в установленный в извещении, документации о закупке срок;"
"Первые части заявок по заказу осуществляются не позднее дня, следующего за днем окончания срока подачи заявок, установленного в извещении, документации о закупке. Открытие доступа к первым частям заявок осуществляется не позднее следующего дня.","открытие доступа к первым частям заявок осуществляется не позднее дня, следующего за днем окончания срока подачи заявок, установленного в извещении, документации о закупке;"
"Оператор ЭТП обеспечивает конфиденциальность сведений о наименовании участников аукциона в электронной форме, а также конфиденциальность их сведений до момента предоставления закупочной комиссии (организатору закупки) доступа ко вторым частям заявок и входящих в них электронных документов, до момента получения доступа к ним.","при проведении конкурса в электронной форме, аукциона в электронной форме, запроса предложений в электронной форме, участниками которых могут быть только субъекты МСП, оператор ЭТП обеспечивает конфиденциальность сведений о наименовании таких участников, в том числе сведений, указанных в сертификатах ключей ЭП, которыми подписаны заявки и входящие в них электронные документы, до момента предоставления закупочной комиссии (организатору закупки) доступа ко вторым частям заявок;"
"Оператор ЭТП обеспечивает конфиденциальность сведений о ценовых предложениях участников закупок до момента предоставления закупочной комиссии (организатору закупки) доступа ко вторым частям заявок. При проведении конкурса в электронной форме, аукциона, запроса предложений и аукционов, оператор ЭТП гарантирует конфиденциальность информации о ценах предложений участников закупки до момента получения заявок.","при проведении конкурса в электронной форме, аукциона в электронной форме, запроса предложений в электронной форме, участниками которых могут быть только субъекты МСП, оператор ЭТП обеспечивает конфиденциальность сведений о ценовых предложениях участников закупки до момента предоставления закупочной комиссии (организатору закупки) доступа ко вторым частям заявок;"
"Оператор ЭТП обеспечивает конфиденциальность сведений о содержании заявок на участие в закупке до окончания срока подачи заявок. При проведении запроса котировок, участниками которого могут быть только субъекты МСП, оператор ЭТП гарантирует конфиденциальность данных о содержении заявок до завершения срока.","при проведении запроса котировок, участниками которого могут быть только субъекты МСП, оператор ЭТП обеспечивает конфиденциальность сведений о содержании   заявок на участие в закупке до окончания срока подачи заявок."
"Оператор ЭТП открывает организатору закупки доступ к каждой из частей заявок, исходя из требований Регламента ЭТП и порядка работы программно-аппаратных средств ЭТП. В случае, если конкурс в электронной форме признан несостоявшимся в связи с тем, что по окончании срока подачи заявок была подана только одна заявка.","В случае, если конкурс в электронной форме, аукцион в электронной форме, запрос предложений в электронной форме, запрос котировок в электронной форме, участниками которых могут быть только субъекты МСП, признан несостоявшимся в связи с тем, что по окончании срока подачи заявок была подана только одна заявка (подп. 11.8(8) Положения), оператор ЭТП открывает организатору закупки доступ к каждой из частей поданной заявки (первая часть, вторая часть (кроме запроса котировок), ценовое предложение) одновременно или последовательно по мере размещения протоколов рассмотрения соответствующих частей заявок, исходя из требований Регламента ЭТП и порядка работы программно-аппаратных средств ЭТП."
Заявка и ценовой предложение будет доступны всем частям заявки и ценовому предложению. При одновременном открытии доступа к всем частям заявок и ценовом предложению подлежит формированию протокол по итогам закупки.,При одновременном открытии доступа ко всем частям заявки и ценовому предложению подлежит формированию протокол по итогам закупки.
"Окончательные предложения участника закупки направляются оператором ЭТП организатору закупки не позднее дня, следующего за днем окончания срока подачи заявок, установленного уточненным извещением, уточненной документацией о закупке. При проведении этапа, указанного в подп. (1) или (2) Положения, окончательные предложения участники закупки отправляются оператору ЭТП не позднее следующего дня.","При проведении этапа, указанного в подп. (1) или (2) Положения, окончательные предложения участника закупки направляются оператором ЭТП организатору закупки не позднее дня, следующего за днем окончания срока подачи заявок, установленного уточненным извещением, уточненной документацией о закупке."
"Процедура рассмотрения первых частей заявок осуществляется в порядке, установленном п. 12.11.7 Положения с учетом следующих особенностей: первая часть заявок рассматривается в порядке установленного п. 12.12.7 Положения, а вторая — в порядке п. 12.117 Положения.","Процедура рассмотрения первых частей заявок осуществляется в порядке, установленном п. 12.11.7 Положения с учетом следующих особенностей:"
"ЗК в отношении первых частей заявок не осуществляются действия, предусмотренные подп. 12.8(1, 12.8(1), 12.8(4), 12.8(6) Положения, не осуществляются; действие, предусмотренное подп. 128(1, 128) Положения не осуществляются, действия ведомства не осуществляются. ЗК не осуществляет действия, которые предусмотрены подп. 12,8(2), 12.8(5) Положения.","ЗК в отношении первых частей заявок осуществляются действия, предусмотренные подп. 12.8(1), 12.8(3), 12.8(4), 12.8(6) Положения; действия, предусмотренные подп. 12.8(2), 12.8(5) Положения в отношении первых частей заявок не осуществляются;"
"Нарушение порядка оформления первой части заявки, предусмотренного п. 12.12.21 Положения, является основанием для отклонения ее первой части, а нарушение правила оформления заявки является причиной отклонения заявки.","нарушение порядка оформления первой части заявки, предусмотренного п. 12.12.21 Положения, является основанием для отклонения первой части заявки;"
"При проведении конкурса в электронной форме, аукциона, запроса предложений и аукционов, отказ в допуске не допускается по основаниям, предусмотренным подп. 12.8(2), 12.8(5) Положения не допускаются, а аукционы не могут быть допущены только субъекты МСП, которые не допускают положения.","при проведении конкурса в электронной форме, аукциона в электронной форме, запроса предложений в электронной форме, участниками которых могут быть только субъекты МСП, отказ в допуске по основаниям, предусмотренным подп. 12.8(2), 12.8(5) Положения не допускается;"
"Участники процедуры закупки принимают решение о допуске к участию в соответствующей процедуре закупки в соответствии с критериями отбора и в порядке, установленный в извещении, документации о закупке. Эксперты считают, что решение принимается только по итогам рассмотрения первых частей заявок ЗК.","по итогам рассмотрения первых частей заявок ЗК принимается решение о допуске участников процедуры закупки к участию в соответствующей процедуре закупке и о признании их участниками соответствующей процедуры закупки в соответствии с критериями отбора и в порядке, которые установлены в извещении, документации о закупке;"
"Сведения и документы, представленные в составе второй части заявок участниками процедуры закупки, остаются конфиденциальными и не направляются оператору ЭТП организатору закупки. Такие участники закупки не принимают участия в процедуре подачи ценовых предложений при проведении аукциона.","сведения и документы, представленные в составе второй части заявок участниками закупки, которым по итогам рассмотрения первых частей заявок было отказано в допуске, остаются конфиденциальными и не направляются оператором ЭТП организатору закупки; такие участники процедуры закупки не принимают участия в процедуре подачи ценовых предложений при проведении аукциона."
"После официального размещения протокола рассмотрения первых частей заявок оператор ЭТП: оператор ЭТП и оператор ЭТП впервые рассмотрят первые заявки оператора ЭТП, а оператор ЭТП – оператор ЭТП.",После официального размещения протокола рассмотрения первых частей заявок оператор ЭТП:
"Организация закупки МСП в Московской области предлагает организатору закупки вторые части заявок, а также предложения о цене договора участников, допущенных к участию в закупке (при проведении конкурса в электронной форме) и предложения о цена договора. Эксперты считают, что участники закупки могут быть допущены к участию только субъекты МСП.","направляет (открывает доступ) организатору закупки вторые части заявок, а также предложения о цене договора участников, допущенных к участию в закупке (при проведении конкурса в электронной форме, запроса предложений в электронной форме, участниками которых могут быть только субъекты МСП);"
"Участники аукциона в электронной форме направляют заявки участников, допущенных к участию в закупке, протокол подачи предложений о цене договора и протокол подачи предложения о цене договора. Эксперты считают, что аукцион может быть проведен только при участии субъектов МСП.","направляет (открывает доступ) организатору закупки вторые части заявок участников, допущенных к участию в закупке, протокол подачи предложений о цене договора (при проведении аукциона в электронной форме, участниками которого могут быть только субъекты МСП)."
"В отношении вторых частей заявок на участие в конкурсе в электронной форме осуществляются действия, предусмотренные подп. 12.8(1, 12.8(1), 12.8(2), 12.8(4) Положения. При проведении процедуры рассмотрения заявок осуществляется действие, предусмотренное подп. 128(1, 128) Положения.","При проведении процедуры рассмотрения вторых частей заявок на участие в конкурсе в электронной форме, аукционе в электронной форме, запросе предложений в электронной форме, участниками которых могут быть только субъекты МСП, ЗК в отношении вторых частей заявок осуществляются действия, предусмотренные подп. 12.8(1), 12.8(2), 12.8(5) Положения; действия, предусмотренные подп. 12.8(3), 12.8(4) Положения в отношении вторых частей заявок не осуществляются."
"Отклонение соответствующей части заявки осуществляется из-за отклонения соответствующей заявки. Отклонение заявки осуществлено только после того, как заявка была отклонена.",Отклонение соответствующей части заявки осуществляется:
"С учетом особенностей, установленных настоящим разделом Положения, настоящий раздел может быть использован по основаниям, предусмотренным п. 12.8.11 Положения, с учетом особых особенностей, предусмотренных настоящей частью Положения.","по основаниям, предусмотренным п. 12.8.11 Положения, с учетом особенностей, установленных настоящим разделом;"
В случае отсутствия информации о участнике закупки в едином реестре МСП (https://rmsp.nalog.ru) (при подаче заявки юридическим лицом или индивидуальным предпринимателем) участник закупки может быть признан участником закупки.,в случае отсутствия информации об участнике закупки в едином реестре МСП (https://rmsp.nalog.ru) (при подаче заявки юридическим лицом или индивидуальным предпринимателем);
"В случае отсутствия на официальном сайте федерального органа исполнительной власти, уполномоченного по контролю и надзору в области налогов и сборов, информации о применении участником закупки специального налогового режима «Налог на профессиональный доход» может быть опубликовано в случае неявки на официальный сайте ведомства информации о том, применяется ли участник закупки спецналогового режима.","в случае отсутствия на официальном сайте федерального органа исполнительной власти, уполномоченного по контролю и надзору в области налогов и сборов, информации о применении участником закупки специального налогового режима «Налог на профессиональный доход» (https://npd.nalog.ru/check-status/) (при подаче заявки физическим лицом, не являющимся индивидуальным предпринимателем)."
