query,answer
"окончания срока подачи окончательных предложений на участие в конкурсе по итогам проведения этапа закупки, указанного в подп. 12.12(1) Положения, а также даты подачи окончательный предложения на участие.","окончания срока подачи окончательных предложений на участие в конкурсе по итогам проведения этапа, указанного в подп. 12.12(1) Положения или в подп. 12.12(2) Положения – участникам процедуры закупки, отказавшимся от участия в закупке (не направившим окончательное предложение)."
Обеспечение заявки не возвращается в следующих случаях: заявка была возвращена в следующие случаи: заявка не возвратается в следующем случае: Компания не возвращает заявку в следующие последующие случаи.,Обеспечение заявки не возвращается в следующих случаях:
Уклонение от заключения договора закупки и уклонение его уклонение от заключения договора. Цена закупки может быть уклонена из-за уклонения покупателя от заключения сделки.,уклонение участника закупки от заключения договора;
"отказ отказа от закупки от заключения договора о закупке и отказ от заключения контракта, отказ от закупки и заключение договора, а также отказ от закупок от заключения договора.",отказ участника закупки от заключения договора;
"Срок предоставления обеспечения исполнения договора заказчику до заключения договора и срок его предоставления заказчику. В случае, если в извещении документации о закупке установлены требования, установленные Положением, заказчику установлены нарушения условий, установленных Положением.","непредоставление или предоставление с нарушением условий, установленных Положением, до заключения договора заказчику обеспечения исполнения договора (в случае, если в извещении, документации о закупке установлены требования обеспечения исполнения договора и срок его предоставления до заключения договора)."
"При проведении закупки в рамках подраздела 19.2 Положения организатор закупки вправе не устанавливать требование по предоставлению обеспечения заявки государственным заказчиком, если соответствующее условие отсутствовало при проведении закупок госзаказчиком.","При проведении закупки в рамках подраздела 19.2 Положения организатор закупки вправе не устанавливать требование по предоставлению обеспечения заявки, если соответствующее условие отсутствовало при проведении закупки государственным заказчиком."
"При проведении конкурентных закупок в электронной форме заказчик устанавливает требования к обеспечению заявок, порядку предоставления банковских гарантий для обеспечения заявок и порядке предоставления гарантий. В случае, установленных законодательством, заказчик (организатор закупки) устанавливает специальные требования для отдельных категорий участников закупки.","В случаях, установленных законодательством, заказчик (организатор закупки) устанавливает для отдельных категорий участников закупки специальные требования к обеспечению заявок, порядку предоставления обеспечения заявок, требования к банкам, выдающим банковские гарантии для обеспечения заявок, в том числе при проведении конкурентных закупок в электронной форме, участниками которых могут быть только субъекты МСП."
"Электронные закупки в электронной форме могут быть проведены только субъекты МСП, а деньги, внесенные на специальный банковский счет в качестве обеспечения заявки, подлежат перечислению на расчетный счет заказчика, указанный в извещении, документации о закупке.","При проведении конкурентных закупок в электронной форме, участниками которых могут быть только субъекты МСП, денежные средства, внесенные на специальный банковский счет в качестве обеспечения заявки, подлежат перечислению на расчетный счет заказчика, указанный в извещении, документации о закупке в любом из следующих случаев:"
"Уклонение участника закупки от заключения договора, в том числе непредоставление заказчику обеспечения исполнения обязательств по договору, непредоставление участнику закупки до заключения контракта обеспечения выполнения обязательств, если в извещении о закупке было установлено требование об обеспечении исполнения требований по договору.","уклонения участника закупки от заключения договора, в том числе непредоставление заказчику до заключения договора обеспечения исполнения обязательств по договору (если в извещении, документации о закупке было установлено требование об обеспечении обязательств по договору);"
"Уклонение участника закупки от заключения договора, если в извещении, документации о закупке было установлено требование об обеспечении исполнения обязательств по договору, в том числе предоставление с нарушением условий, установленных в требовании об обеспечении обязательств по контракту до заключения контракта обеспечения исполнения требований по договору.","уклонения участника закупки от заключения договора, в том числе предоставление с нарушением условий, установленных в извещении, документации о закупке до заключения договора обеспечения исполнения обязательств по договору (если в извещении, документации о закупке было установлено требование об обеспечении обязательств по договору);"
отказа участника закупки заключить договор с заказчиком и заключить договор о заключении договора с заказчиком. Заказчик отказа отказа заключил договор с участником закупки. отказа участник закупки заключил договор и заключил договор.,отказа участника закупки заключить договор с заказчиком.
"При проведении конкурентной закупки, участниками которой могут быть только субъекты МСП, независимая гарантия, предоставляемая в качестве обеспечения заявки на участие в конкурентной закупке, должна соответствовать следующим требованиям: независимую гарантию, предоставляющую в качестве гарантии заявку на участие, должна быть соответствовать требованиям независимой гарантии.","При проведении конкурентной закупки, участниками которой могут быть только субъекты МСП, независимая гарантия, предоставляемая в качестве обеспечения заявки на участие в такой закупке, должна соответствовать следующим требованиям:"
"независимая гарантия должна быть выдана гарантом, предусмотренным частью 1 статьи 45 Закона 44-ФЗ, а гарантия независимой гарантии должна выдаваться гарантом, установленным частью 45 статьи 45 Федерального закона. Если гарантия будет выдана независимым гарантом, то независимая гарантия должна была бы выдана гарантией, предусмотренной статьей 45 УК.","независимая гарантия должна быть выдана гарантом, предусмотренным частью 1 статьи 45 Закона 44-ФЗ;"
"Информация о независимой гарантии должна быть включена в реестр независимых гарантий, предусмотренный частью 8 статьи 45 Закона 44-ФЗ (при проведении закупок, извещения о проведении которых официально размещены после 01.04.2023 г.), а также в реестр закупок, которые должны быть включены в реестр гарантий.","информация о независимой гарантии должна быть включена в реестр независимых гарантий, предусмотренный частью 8 статьи 45 Закона 44-ФЗ (при проведении закупок, извещения о проведении которых официально размещены после 01.04.2023 г.);"
"независимая гарантия не может быть отозвана выдавшим независимую гарантию независимой гарантией. Это означает, что гарантия независимой независимой гарантии не может были отозваны выдавшим ее гарантом.",независимая гарантия не может быть отозвана выдавшим ее гарантом;
Независимая гарантия независимой гарантии должна содержать: независимая гарантия должна содержить::: независимые гарантии должны содержать:::: в независимую гарантию должны содержаться::: гарантия должно содержать:,независимая гарантия должна содержать:
"ГК РФ обязанности гаранта уплатить заказчику (бенефициару) денежную сумму по независимой гарантии не позднее десяти рабочих дней со дня получения требования заказчика (бенефициара), соответствующего условиям такой гарантии. При отсутствии оснований для отказа в удовлетворении этого требования, при отсутствии предусмотренных Гражданским кодексом оснований.","условие об обязанности гаранта уплатить заказчику (бенефициару) денежную сумму по независимой гарантии не позднее десяти рабочих дней со дня, следующего за днем получения гарантом требования заказчика (бенефициара), соответствующего условиям такой независимой гарантии, при отсутствии предусмотренных ГК РФ оснований для отказа в удовлетворении этого требования;"
"Перечень документов, подлежащих представлению заказчиком гарантии одновременно с требованием об уплате денежной суммы по независимой гарантии, в случае установления такого перечня Правительством Российской Федерации в соответствии с пунктом 4 части 32 статьи 3.4 Закона 223-ФЗ. Документы, подлежащие представлению заказчику гаранту одновременно в случае требования об уплате независимой суммы по гарантии, могут быть представлены заказчиком гаранту в зависимости от его требования.","перечень документов, подлежащих представлению заказчиком гаранту одновременно с требованием об уплате денежной суммы по независимой гарантии, в случае установления такого перечня Правительством Российской Федерации в соответствии с пунктом 4 части 32 статьи 3.4 Закона 223-ФЗ;"
"Срок действия независимой гарантии, которая не может составлять менее одного месяца с даты окончания срока подачи заявок на участие в такой закупке, не может превысить одного месяца, а срок действия гарантии не может превышать одного месяца.","указание на срок действия независимой гарантии, который не может составлять менее одного месяца с даты окончания срока подачи заявок на участие в такой закупке;"
"Закон 223-ФЗ устанавливает дополнительные требования к независимой гарантии, предоставляемой в качестве обеспечения заявки на участие в конкурентной закупке, установленные Правительством Российской Федерации в соответствии с пунктом 3 части 32 статьи 3.4 закона. Эксперты считают, что независимая гарантия может быть предоставлена только субъектам МСП, которые могут быть участниками конкурентной закупки.","дополнительным требованиям к независимой гарантии, предоставляемой в качестве обеспечения заявки на участие в конкурентной закупке, участниками которой могут быть только субъекты МСП, установленным Правительством Российской Федерации в соответствии с пунктом 3 части 32 статьи 3.4 Закона 223-ФЗ."
"Несоответствие независимой гарантии, предоставленной в качестве обеспечения заявки на участие в закупке, является основанием для отказа в принятии ее заказчиком. Эксперты считают, что независимая гарантия, предоставленная в качестве гарантии, обеспечивает заявку только субъектам МСП, участниками которой могут быть только субъекты МСП.","Несоответствие независимой гарантии, предоставленной в качестве обеспечения заявки на участие в закупке, участниками которой могут быть только субъекты МСП, требованиям, предусмотренным п. 10.10.14 Положения, является основанием для отказа в принятии ее заказчиком."
"Гарант в случае просрочки исполнения обязательств по независимой гарантии, предоставленной в качестве обеспечения заявки на участие в закупке, обязан за каждый день просрочки уплатить заказчику неустойку (пени) в размере 0,1 процента денежной суммы, подлежащей уплате по такой гарантии.","Гарант в случае просрочки исполнения обязательств по независимой гарантии, предоставленной в качестве обеспечения заявки на участие в закупке, участниками которой могут быть только субъекты МСП, требование об уплате денежной суммы по которой соответствует условиям такой независимой гарантии и предъявлено заказчиком до окончания срока ее действия, обязан за каждый день просрочки уплатить заказчику неустойку (пени) в размере 0,1 процента денежной суммы, подлежащей уплате по такой независимой гарантии."
"В случае реализации полномочий, указанных в части 32 статьи 3.4 Закона 223-ФЗ, нормы Положения применяются с учетом требований, установленных Правительством Российской Федерации. Если реализация полномочий будет реализована, нормы Основного законодательства применяются только при реализации Правительством полномочий.","В случае реализации Правительством Российской Федерации полномочий, указанных в части 32 статьи 3.4 Закона 223-ФЗ, нормы Положения применяются с учетом требований, установленных Правительством Российской Федерации."
Обеспечение исполнения договора о выполнении договора обеспечение исполнения обязанностей и исполнение договора будет исполнено. Дополнительно ответственности и обеспечение выполнения договора обеспечивают исполнение обещанного договора.,Обеспечение исполнения договора
"Организаторы закупки вправе установить требование об обеспечении участником закупки, с которым заключается договор, надлежащего исполнения его обязательств по договору. При проведении процедуры закупки организатор закупки может обязать участника закупки обеспечить надлежащее исполнение обязательств по контракту, за исключением случаев, указанных в подп. 10.11.8 Положения.","При проведении процедуры закупки организатор закупки вправе установить требование об обеспечении участником закупки, с которым заключается договор, надлежащего исполнения его обязательств по договору (обеспечение исполнения договора), за исключением случаев, указанных в подп. 10.11.8 Положения."
"В случае, если проектом договора предусмотрена выплата аванса, требование об обеспечении исполнения договора устанавливается в размере не менее 30% НМЦ, но не менее очередного авансового платежа. В случае последовательного предоставления этого обеспечения, его размер должен составлять от 5 до 30% (от пяти до тридцати процентов) НМЦ.","В случае установления требования об обеспечении исполнения договора, его размер должен составлять от 5 до 30% (от пяти до тридцати процентов) НМЦ, но не менее размера аванса в случае, если проектом договора предусмотрена выплата аванса. В случае, если размер аванса превышает 30% (тридцать процентов) НМЦ, требование об обеспечении исполнения договора устанавливается в размере аванса, предусмотренного проектом договора. В случае, если договором предусмотрено наличие нескольких авансовых платежей, допускается последовательное предоставление обеспечения исполнения договора (последовательное обеспечение каждого авансового платежа). При этом, в случае последовательного предоставления обеспечения исполнения договора такое обеспечение должно быть предоставлено в размере не менее очередного авансового платежа и в срок до перечисления очередного авансового платежа. Порядок и сроки внесения и возврата обеспечения исполнения договора устанавливаются в проекте договора."
"В случае, если при проведении конкурентной процедуры закупки участником закупки предложено снижение НМЦ на 25% и более, предоставление обеспечения исполнения договора таким участником осуществляется в размере, превышающем в полтора раза размер НМЦ, установленный в извещении, документации о закупке.","В случае, если при проведении конкурентной процедуры закупки, состязательных переговоров, ценового запроса (за исключением случаев проведения закупки финансовых услуг (подраздел 19.11 Положения)) участником закупки, с которым заключается договор, предложено снижение НМЦ на 25% (двадцать пять процентов) и более, предоставление обеспечения исполнения договора таким участником осуществляется в размере, превышающем в полтора раза размер обеспечения исполнения договора, установленный в извещении, документации о закупке."
"Обеспечение исполнения договора может быть предоставлено: предоставлено: обеспечение исполнения контракта может предоставлено: Дополнительное обслуживание может предоставить: Дополнительную оплату может получить исполнитель договора, а также предоставлено следующими способами: Дополнительные деньги могут быть предоставлены: Дополнительная оплата для выполнения договора.",Обеспечение исполнения договора может быть предоставлено:
"требования к содержанию безотзывной банковской гарантии устанавливаются в извещении, документации о закупке в соответствии с Положением (Приложение 10) и установлены Положением о банковских гарантиях, выданных банком. требования банка к которому установлены установлены в Положении и указаны в документации. Приложение 10 может быть использовано при закупке на общих основаниях.","в виде безотзывной банковской гарантии, выданной банком, требования к которому установлены Положением (Приложение 10) и указаны в извещении, документации о закупке; требования к содержанию банковской гарантии устанавливаются в извещении, документации о закупке в соответствии с Положением (при проведении закупки на общих основаниях);"
"независимая гарантия в виде независимой гарантии, соответствующей требованиям, установленным п. 10.11.11 Положения, при проведении конкурентной закупки, участниками которой могут быть только субъекты МСП. Эксперты считают, что в случае, если конкурентная закупка может быть осуществлена только субъектами МСП.","в виде независимой гарантии, соответствующей требованиям, установленным п. 10.11.11 Положения, при проведении конкурентной закупки, участниками которой могут быть только субъекты МСП;"
"Заказчик может перечислять денежные средства заказчику в соответствии с требованиями извещения, документации о закупке, а также перечисление денежных средств заказчику путем перечисления денежных средств в соответствии со требованиями требования извещения о заказе.","путем перечисления денежных средств заказчику в соответствии с требованиями извещения, документации о закупке;"
"независимая гарантия, выданная коммерческой организацией, соответствует требованиям, установленным Положением и указанным в извещении, документации о закупке в соответствии с Положением (Приложение 10). требования к содержанию такой независимой гарантии, выданной коммерческой организации, устанавливаются в требованиях, установленных Положением.","в виде независимой гарантии, выданной коммерческой организацией, соответствующей требованиям, установленным Положением (Приложение 10) и указанным в извещении, документации о закупке; требования к содержанию такой независимой гарантии устанавливаются в извещении, документации о закупке в соответствии с Положением (при проведении закупки на общих основаниях в целях исполнения постановления Правительства Российской Федерации от 20.10.2022 г. № 1867)."
"Выбор способа предоставления обеспечения исполнения договора из допустимых согласно Положению осуществляется участником закупки самостоятельно, при этом документ, подтверждающий предоставление обеспечения выполнения договора, должен быть предъявлен заказчику. Документ, подтверждающий его предоставление, должен предъявляться заказчику самостоятельно, а его документ должен был предъявлен участнику закупки.","Выбор способа предоставления обеспечения исполнения договора из допустимых согласно Положению осуществляется участником закупки самостоятельно; при этом документ, подтверждающий предоставление обеспечения исполнения договора, должен быть предъявлен заказчику:"
"Договор о заключении договора до заключения договора может быть расторгнут до расторжения договора, кроме случая, указанного в подпп. договора, а также случаи, указанные в подп.11(2) Положения, принятые до заключения договора, до окончания договора.","до заключения договора, кроме случая, указанного в подп. 10.11(2) Положения;"
"В случае, если возможность предоставления обеспечения исполнения договора установлена в извещении, документации о закупке и в проекте договора, обеспечение исполнения должно быть представлено до выплаты заказчиком аванса и в размере не менее аванса, если проектом договора предусмотрена возможность последовательного обеспечения каждого авансового платежа.","не позднее срока, установленного в извещении, документации о закупке и в проекте договора (такой срок не должен превышать 30 дней с даты заключения договора), если возможность предоставления обеспечения исполнения договора после его заключения установлена в извещении, документации о закупке; при этом, обеспечение исполнения договора должно быть представлено до выплаты заказчиком аванса и в размере не менее аванса (в случае, если проектом договора предусмотрена выплата аванса) с соблюдением, при необходимости, п. 10.11.2 Положения о возможности последовательного обеспечения каждого авансового платежа."
"В документации о закупке указываются следующие сведения: закупка предполагает выполнение контракта в извещении. При установлении требований об обеспечении исполнения договора, документация о поставке указывается следующее: в документации указываются сведения о закупках, а также сведения об обеспечении выполнения договора.","При установлении требований об обеспечении исполнения договора в извещении, документации о закупке указываются следующие сведения:"
"допустимые формы обеспечения исполнения договора, а также допустимые способы обеспечения выполнения договора. Договор может быть расторгнут, если договор будет расторгнут и будет исполнен.",допустимые формы обеспечения исполнения договора;
"Размер обеспечения исполнения договора и размер обеспечения выполнения договора, сумма или порядок определения ее определения, размер и порядок его определения. размер обеспечения исполнение договора (размер или порядок нее определения), размер обеспечения удовлетворения договора (сума или порядок этого определения).",размер обеспечения исполнения договора (сумма или порядок ее определения);
"требования к сроку действия обеспечения исполнения договора, который при проведении закупки на общих основаниях должен оканчиваться не ранее одного месяца с момента исполнения поставщиком своих обязательств, а не раньше одного месяца.","требования к сроку действия обеспечения исполнения договора, который при проведении закупки на общих основаниях должен оканчиваться не ранее одного месяца с момента исполнения поставщиком своих обязательств;"
"При закупке на общих основаниях требования к банку, выдавшему банковскую гарантию, должны отвечать, как минимум, следующим требованиям, установленным Положением (Приложение 10), и к содержанию такой гарантии должны соответствовать требованиям: банковская гарантия должна отвечать, минимум, требованиям к содержанию гарантии, а также к содержанию этой гарантии.","при проведении закупки на общих основаниях требования к банку, выдавшему банковскую гарантию, установленные Положением (Приложение 10), и к содержанию такой гарантии; банковская гарантия должна отвечать, как минимум, следующим требованиям:"
В ближайшее время должна быть безотзывной и безозывной. Это должно быть неотзывной.,должна быть безотзывной;
Срок действия гарантии должен оканчиваться не ранее одного месяца с момента исполнения поставщиком своих обязательств. Гарантия может быть продлена до одного месяца до окончания гарантии.,срок действия гарантии должен оканчиваться не ранее одного месяца с момента исполнения поставщиком своих обязательств;
"Банком, соответствующим требованиям, установленным в Положении, должна быть выдана банком соответствующая требования, установленные в Положении (Приложение 10). Банк должен быть выдан банком банком соответствующим банку требованиям. Банку придется выдавать банку банку соответствующие требования и выдавать банком банку банк, соответствующих требованиям установленных в Положении.","должна быть выдана банком, соответствующим требованиям, установленным в Положении (Приложение 10);"
сумма гарантии должна быть не менее суммы обеспечения исполнения договора о согласии исполнения соглашения.,сумма гарантии должна быть не менее суммы обеспечения исполнения договора;
"гарантия должна содержать обязательства принципала, надлежащее исполнение которых обеспечивается гарантией, включая ссылку на конкретную процедуру закупки, по итогам которой заключен такой договор. Это означает, что гарантия не должна иметь обязательств принципала, исполняющего их обязательства.","гарантия должна содержать обязательства принципала, надлежащее исполнение которых обеспечивается гарантией, включая ссылку на конкретную процедуру закупки, по итогам которой заключен такой договор;"
"При проведении конкурентной закупки, участниками которой могут быть только субъекты МСП, требования к независимой гарантии, предоставляемой в качестве обеспечения исполнения договора, установленные п. 10.11.11 Положения. Эксперты считают, что независимая гарантия может обеспечить исполнение договора.","при проведении конкурентной закупки, участниками которой могут быть только субъекты МСП, требования к независимой гарантии, предоставляемой в качестве обеспечения исполнения договора, установленные п. 10.11.11 Положения;"
обязанность заказчика удержать обеспечение исполнения договора в случае неисполнения или ненадлежащего исполнения поставщиком своих обязательств по договору и порядок такого удержания.,обязанность заказчика удержать обеспечение исполнения договора в случае неисполнения или ненадлежащего исполнения поставщиком своих обязательств по договору и порядок такого удержания;
